experiment_id,stage,fold,config,seed,params,backbone_params,eeg_params,dev_gauc,dev_macro_auc,dev_auc,dev_logloss,dev_brier,dev_ece,h2_gauc,h2_logloss,h2_brier,h2_ece,shuffle_gauc,zero_gauc,delta_h2_gauc,delta_shuffle_gauc,delta_zero_gauc,zero_sensitivity,shuffle_sensitivity,h2_sensitivity,correction_abs_mean,eeg_gradient_norm,backbone_best_epoch,eeg_best_epoch,elapsed_seconds,locked_test_accessed
U_U1_f2_U1-dynamic_s0,U1,2,U1-dynamic,0,31187,1513,29593,0.6035591405122654,0.6071423946423946,0.6153846153846154,0.6193460534133843,0.2148676101008249,0.028919955463739898,0.5942222447691198,0.6285558034848919,0.21900294838347736,0.023939255888763993,0.5776830808080807,0.5942222447691198,0.009336895743145668,0.025876059704184717,0.009336895743145668,0.024251675233244896,0.010966514237225056,0.02432979643344879,0.10856002569198608,0.3731286033561169,5,3,12.029923915863037,False
U_U1_f2_U1-dynamic_s1,U1,2,U1-dynamic,1,31187,1513,29593,0.6348622384559884,0.630994930994931,0.6614097199871258,0.6072339562399965,0.2101149571074236,0.06623476205669668,0.6286908143939394,0.6117968198453525,0.21247268206965178,0.04371445003707863,0.6229909586940836,0.6291335227272727,0.006171424062049069,0.01187127976190483,0.005728715728715694,0.09560757875442505,0.045686107128858566,0.09819238632917404,0.4545668363571167,0.16945116678295272,16,8,20.036932945251465,False
U_U1_f2_U1-dynamic_s2,U1,2,U1-dynamic,2,31187,1513,29593,0.6035653409090909,0.6063585951085951,0.5917104745556628,0.6256055570952257,0.21786874050131025,0.03551126850031191,0.6035653409090909,0.6256128813211516,0.21787208648921455,0.0355033162272472,0.6035653409090909,0.6035653409090909,0.0,0.0,0.0,2.3179596610134467e-05,1.4913142877048813e-05,2.317423786735162e-05,0.00010078899504151195,0.023872694317187953,8,1,12.53633427619934,False
U_U1_f3_U1-dynamic_s0,U1,3,U1-dynamic,0,31187,1513,29593,0.6129398670482586,0.6259440096940098,0.6505163700285652,0.6407727582626576,0.20625342069846714,0.08411208574799905,0.5939900425914412,0.6480714998936454,0.2099184062040597,0.06540938495798321,0.5766100352638814,0.5939900425914412,0.018949824456817477,0.03632983178437721,0.018949824456817477,0.04005124792456627,0.030617112293839455,0.04005895555019379,0.17132608592510223,0.3849500562067362,10,5,17.382025480270386,False
U_U1_f3_U1-dynamic_s1,U1,3,U1-dynamic,1,31187,1513,29593,0.596494191511674,0.6135727274268942,0.6527503112868966,0.632992545751545,0.20287547417632523,0.06172686601507871,0.5888184465107542,0.6511076488580262,0.21141238962373035,0.044219420392156816,0.562571965718819,0.5876264566824008,0.007675745000919831,0.03392222579285509,0.008867734829273277,0.051524847745895386,0.04904690384864807,0.051702216267585754,0.23481327295303345,0.14088638487449406,6,4,14.246704816818237,False
U_U1_f3_U1-dynamic_s2,U1,3,U1-dynamic,2,31187,1513,29593,0.5946100519527093,0.613080792664126,0.6380648941624552,0.6391770156964846,0.20578450314656055,0.04385887492475694,0.5881007298839467,0.6532160965011583,0.21229109362210669,0.022855315602240862,0.5679152432648936,0.5892995310827478,0.006509322068762646,0.026694808687815708,0.0053105208699615325,0.04267473146319389,0.03611872345209122,0.04302912950515747,0.19602735340595245,0.15535386406881774,3,4,13.626420974731445,False
U_U1_f1_U1-profile-dynamic_s0,U1,1,U1-profile-dynamic,0,41027,1513,39433,0.5740505265878401,0.5743508211365355,0.5696633113502256,0.6675805610726676,0.23748738638255498,0.04500485807230274,0.5721453339363788,0.6723582822238283,0.2398047063982685,0.09305994607449855,0.564781288363378,0.5720435700286447,0.0019051926514612738,0.009269238224462018,0.002006956559195361,0.020617473870515823,0.0075318594463169575,0.02250680699944496,0.09987928718328476,0.48261507822300176,8,4,18.297232627868652,False
U_U1_f1_U1-profile-dynamic_s1,U1,1,U1-profile-dynamic,1,41027,1513,39433,0.6097801038099545,0.6060729531711674,0.6407844498438042,0.6436021540928378,0.2260831441570933,0.062278176959401195,0.5947238913656825,0.663835539418894,0.23580725837639627,0.08057046437249285,0.61691337683875,0.6061957528375438,0.015056212444272021,-0.007133273028795517,0.0035843509724107214,0.02520228922367096,0.020046798512339592,0.050356682389974594,0.24398523569107056,0.0647011359329782,19,6,26.33075785636902,False
U_U1_f1_U1-profile-dynamic_s2,U1,1,U1-profile-dynamic,2,41027,1513,39433,0.5758126036484246,0.5726205936920223,0.5499305796598404,0.6772987419013646,0.24193921643003866,0.09303165553804797,0.5730157653291982,0.67882179156633,0.24262381849463138,0.0989165702005731,0.5728916025930951,0.570514096185738,0.0027968383192263913,0.002921001055329442,0.005298507462686564,0.0032373510766774416,0.0009001261205412447,0.003890685737133026,0.017898373305797577,0.11163230215340883,6,3,17.138734340667725,False
U_U1_f2_U1-profile-dynamic_s0,U1,2,U1-profile-dynamic,0,41027,1513,39433,0.6054972718253968,0.6095501258001258,0.6150627615062761,0.6195913483606056,0.21501314938530836,0.026877805701812776,0.5934323142135642,0.628785205556045,0.21910114916228057,0.033777423474438156,0.5857894796176046,0.5916093975468976,0.012064957611832572,0.019707792207792174,0.013887874278499246,0.022885043174028397,0.006753995083272457,0.022964665666222572,0.10243655741214752,0.26419393894646886,5,4,20.213250398635864,False
U_U1_f2_U1-profile-dynamic_s1,U1,2,U1-profile-dynamic,1,41027,1513,39433,0.6258447195165945,0.6283045658045658,0.6204269928119299,0.6128446216477137,0.2128222287218796,0.07305220657700588,0.6301652687590187,0.6132407227586212,0.21297189860496732,0.07614961852219104,0.6278499278499279,0.6219581980519481,-0.004320549242424199,-0.002005208333333397,0.0038865214646464086,0.0005880997632630169,0.000246442825300619,0.0014470414025709033,0.007022345904260874,0.03986879158121473,15,1,31.36944031715393,False
