phase,protocol_id,iteration,selected_variant,reference_variant,weighted_delta_context_auc
V2-T,V2M-two_stage_user_local_reranker-v1,441,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003086760004409661
V2-T,V2M-two_stage_user_local_reranker-v1,442,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0011814744801512287
V2-T,V2M-two_stage_user_local_reranker-v1,443,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0009751869108245769
V2-T,V2M-two_stage_user_local_reranker-v1,444,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0035308396778108825
V2-T,V2M-two_stage_user_local_reranker-v1,445,margin_power0p2_base0p025,margin_power0p25_base0p05,0.005473025801407354
V2-T,V2M-two_stage_user_local_reranker-v1,446,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021937040693210527
V2-T,V2M-two_stage_user_local_reranker-v1,447,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0035064650449265827
V2-T,V2M-two_stage_user_local_reranker-v1,448,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002204432068685463
V2-T,V2M-two_stage_user_local_reranker-v1,449,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015631978561858
V2-T,V2M-two_stage_user_local_reranker-v1,450,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002751031636863825
V2-T,V2M-two_stage_user_local_reranker-v1,451,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013613159387407823
V2-T,V2M-two_stage_user_local_reranker-v1,452,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0004282196766941431
V2-T,V2M-two_stage_user_local_reranker-v1,453,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002016771043413652
V2-T,V2M-two_stage_user_local_reranker-v1,454,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0019665683382497573
V2-T,V2M-two_stage_user_local_reranker-v1,455,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0012524194466583193
V2-T,V2M-two_stage_user_local_reranker-v1,456,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001845819761129211
V2-T,V2M-two_stage_user_local_reranker-v1,457,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0035733622089875483
V2-T,V2M-two_stage_user_local_reranker-v1,458,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001813139931740619
V2-T,V2M-two_stage_user_local_reranker-v1,459,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00044048012333443455
V2-T,V2M-two_stage_user_local_reranker-v1,460,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0001097694840834291
V2-T,V2M-two_stage_user_local_reranker-v1,461,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0026542800265428033
V2-T,V2M-two_stage_user_local_reranker-v1,462,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00066964285714286
V2-T,V2M-two_stage_user_local_reranker-v1,463,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010299839780270141
V2-T,V2M-two_stage_user_local_reranker-v1,464,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003131640756067553
V2-T,V2M-two_stage_user_local_reranker-v1,465,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001143094669022138
V2-T,V2M-two_stage_user_local_reranker-v1,466,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003255056963496867
V2-T,V2M-two_stage_user_local_reranker-v1,467,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0032779473267774435
V2-T,V2M-two_stage_user_local_reranker-v1,468,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017461530066572107
V2-T,V2M-two_stage_user_local_reranker-v1,469,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0032453483340545227
V2-T,V2M-two_stage_user_local_reranker-v1,470,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0006555227794165827
V2-T,V2M-two_stage_user_local_reranker-v1,471,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002844141069397041
V2-T,V2M-two_stage_user_local_reranker-v1,472,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002788104089219335
V2-T,V2M-two_stage_user_local_reranker-v1,473,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002499431947284711
V2-T,V2M-two_stage_user_local_reranker-v1,474,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0020670147954743273
V2-T,V2M-two_stage_user_local_reranker-v1,475,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0026790314270994397
V2-T,V2M-two_stage_user_local_reranker-v1,476,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002637072849137458
V2-T,V2M-two_stage_user_local_reranker-v1,477,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00046109510086454953
V2-T,V2M-two_stage_user_local_reranker-v1,478,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0006620324395895394
V2-T,V2M-two_stage_user_local_reranker-v1,479,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0027644869750132954
V2-T,V2M-two_stage_user_local_reranker-v1,480,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0003335557038025388
V2-T,V2M-two_stage_user_local_reranker-v1,481,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0005793742757821553
V2-T,V2M-two_stage_user_local_reranker-v1,482,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002401921537229788
V2-T,V2M-two_stage_user_local_reranker-v1,483,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0029774564015312647
V2-T,V2M-two_stage_user_local_reranker-v1,484,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002913818222570887
V2-T,V2M-two_stage_user_local_reranker-v1,485,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0025599255294391455
V2-T,V2M-two_stage_user_local_reranker-v1,486,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001967137236750753
V2-T,V2M-two_stage_user_local_reranker-v1,487,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0038043478260869597
V2-T,V2M-two_stage_user_local_reranker-v1,488,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002605937004305464
V2-T,V2M-two_stage_user_local_reranker-v1,489,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0025415896487985244
V2-T,V2M-two_stage_user_local_reranker-v1,490,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0007608695652173952
V2-T,V2M-two_stage_user_local_reranker-v1,491,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0007802920521680927
V2-T,V2M-two_stage_user_local_reranker-v1,492,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003256334588378959
V2-T,V2M-two_stage_user_local_reranker-v1,493,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0012235817575083463
V2-T,V2M-two_stage_user_local_reranker-v1,494,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0004335103500596068
V2-T,V2M-two_stage_user_local_reranker-v1,495,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0009106431417188393
V2-T,V2M-two_stage_user_local_reranker-v1,496,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003402480518055099
V2-T,V2M-two_stage_user_local_reranker-v1,497,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002157608137264978
V2-T,V2M-two_stage_user_local_reranker-v1,498,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0003242892660252973
V2-T,V2M-two_stage_user_local_reranker-v1,499,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010966114705559843
